;-5.00_6.00_1.00_NH3+_LJ:;-5.00_6.00_-1.00_NH3+_C:;-6.00_7.00_-3.00_NH3+_LJ:;4.00_-4.00_-5.00_NH3+_LJ:;-9.00_4.00_0.00_NH3+_LJ:;-1.00_1.00_4.00_NH3+_LJ:;-5.00_4.00_-2.00_NH3+_LJ:;-8.00_3.00_-1.00_NH3+_LJ:;-7.00_7.00_-2.00_NH3+_LJ:;-2.00_4.00_0.00_NH3+_LJ:;-3.00_-1.00_5.00_NH3+_LJ:;-3.00_0.00_-2.00_NH3+_LJ:;1.00_-6.00_-1.00_NH3+_C:;-4.00_7.00_-1.00_NH3+_LJ:;-2.00_-6.00_-1.00_NH3+_C:
11_alinhada;-2.3394716529884287;14.892155061071847;2.5323028727869703;-0.4234038858234983;22.148761955114026;-3.9123953633934687;148.21246246890829;132.3492050136821;131.1601572841465;76.16586718012434;-2.0701618668990904;126.0948492114617;-56.970806490399724;-3.614528712613816;-33.54850616657827
12_alinhada;-3.728452620322676;-12.953299728635244;130.60827779214617;-0.41952321775232254;133.23584826483133;-4.567965184176374;147.8482862471687;139.84721382289115;130.36690938557138;128.26659425197371;-2.777970349764784;126.07206426416177;-56.34674431356248;-4.166363684868731;-36.42494635482814
13_alinhada;3.7556800105757655;8.756233272546417;5.957932152306771;-0.9887794873612176;32.0487565143328;-3.365477693747124;147.77290687891306;135.71595007606075;79.60724742427678;129.04786624176094;-1.2819302249556552;126.06463873960409;-13.630738108947096;-3.2227352777984284;14.734622519266946
14_alinhada;73.35700940650716;27.647581512574988;3.7030156745842837;-0.6385509938086023;32.729607172331946;-2.865086642491517;142.32974366809492;132.93935596765292;95.3272539157163;149.2481470390397;-1.0555082352024825;125.68019492824334;-285.9741456322202;109.33026697978414;53.2296673071985
15_alinhada;-2.321291228558741;10.233195529110349;-1.807252523601304;-0.7661741844754216;-1.3749314087429916;-3.8335400308450494;147.74064491932427;56.1283683901949;-1.0418813792095922;125.72262157430391;-1.6653479576100805;126.07609724140433;-110.5181157388027;-2.936642265807609;-26.78898204128568
16_alinhada;45.71272573211442;38.59774289249004;3.7950908359054254;-0.666104550938202;37.89330439825752;-3.6966516220857684;143.23825935307886;133.73417537534738;94.73343336727874;145.60611324263365;-2.259375327970479;114.63645638049074;-79.94951275875906;57.975969986635334;53.53131716274557
17_alinhada;129.7459215731421;-37.239519806642186;32.55485643990189;-0.4238313153460493;133.04823862519038;-4.504250226641693;148.7157292707965;131.52873128709794;136.50549213677294;58.076308465056435;-2.6672307056664035;126.1064841529286;-64.85785262191581;-4.840528609771332;-44.75606685984814
18_alinhada;-2.0162768084609763;46.9475409663887;0.6796799314474299;-0.42554485653222457;-1.257784033169437;-4.8068570049728425;147.57322031332444;-1.4073118611250504;-1.8976049034371092;64.32551793239479;-2.79582999812275;126.0878296838971;-64.72963112545854;-3.055230410301743;-40.7413748774196
19_alinhada;25.61747301334344;8.412864693223014;-1.6057001964052058;-1.3585635671522514;-1.282680099315758;-2.9312235669220112;142.75930907556236;4.246110801502958;-1.4099108731037506;151.58130309233732;-1.069740058956665;125.91127952861972;-0.10791512659992007;126.25582040532124;98.30332621775476
20_alinhada;32.770624815003146;550.9104250766245;-1.9548389587263697;-1.348061350867977;-1.2831467978754179;-2.957796327309988;143.58785651308264;4.551931465095081;-1.6324315068356348;152.159668273374;-1.0732756822698135;125.97648310978695;-0.6263673658428104;126.29033103415422;88.6515746650815
21_alinhada;10.215389956794988;249.15837592423958;150.23573366566654;-0.4207303223821773;142.77360883410253;-3.8919953947540327;147.76703932404686;161.7445966836588;157.95669343354996;131.77443147669754;-2.0752423552291384;126.04713489582034;-61.84402560934666;126.2133334399986;-37.609454023665364
22_alinhada;43.40201350404378;12.721960859636983;138.28223584964883;-1.3745499297298605;141.25811139318782;-2.9317339410976864;141.62348368982202;133.3262952626958;156.024512468779;147.9799213522644;-1.1315360764655893;103.931172093153;-12.572865355832818;100.89338886229513;126.84082512548166
23_alinhada;32.30889343378054;43.1710150699883;152.74579026132332;-1.3929468659710376;143.522551378435;-2.9257726396443617;141.65894052853605;134.95626486136055;155.02831207779653;148.81889358895583;-1.1135762099679931;114.02569196398872;10.595664107253569;109.33593396599285;93.22407349539121
24_alinhada;150.5264480323227;35.58836867136722;2.749548572726792;-1.363808372245814;133.15830476725978;-2.9191451817734864;142.82036020778196;141.58970752288263;139.71452024999627;150.4555164714568;-1.080016016384836;125.8433240224889;12.604357696269586;125.91261112732282;92.4054351040962
25_alinhada;2.0336730702417607;36.523459377148654;-1.4051686358056454;-0.3979432303702269;-1.2812796523487902;-2.824782775763185;143.39835081348235;4.039778989515666;-1.2160735723235438;147.34514325380604;-1.0362952437479531;122.0211386577406;-399.2827628043133;76.84549729213299;-102.08599745594141
26_alinhada;4.9374290049683225;80.47178202142292;-1.3538443652426466;-2.022798788377445;-1.2801951085451773;-2.891721341823166;142.68742837592222;4.076491583989668;-1.2044433938000587;149.30678502381815;-1.106130028507747;125.72844312119943;21.295038874105398;102.44518445747549;-56.50265240873169
27_alinhada;-2.572352631461899;48.131015192145455;-1.50846980120065;-0.4219213308206621;-1.2646859898283564;-5.204166055837592;148.5277315697209;2.7397798737294266;-1.1483157828129746;85.02782661585245;-2.831386851817565;126.09215030665968;-68.47539690723855;-2.560511138897747;-46.361446207819384
28_alinhada;-2.579219956108816;49.51977136927658;-1.5039449080345044;-0.4303462490259365;-1.2549504520249497;-4.8977897740019225;148.6506172846219;2.321818040995232;-1.1452182236323478;78.54476805031118;-2.315023730457983;126.09722384505274;-64.17104859938998;-2.536785811787951;-40.97427262805254
29_alinhada;-2.5506437873690717;37.42211834659142;-1.5355078560687918;-0.48536723058920384;-1.2710217790301332;-3.8630102569845928;148.1548002829399;2.5932657059958566;-1.1659659066288766;127.34620473356632;-1.904189137011709;126.0749403885473;-87.57740887445613;-2.672454486827841;-56.37507951863411
30_alinhada;-2.4137613973148957;34.225975688856536;-1.5855900574734731;-1.0349032428381038;-1.316967782452114;-3.6098402294193246;146.87068996057914;3.059159281612705;-1.2156305438499924;134.1803633684316;-1.6397553264840226;125.98471080928827;-28.084461221669727;-2.6208991804146184;-26.81187627709489
31_alinhada;2.7310522792808185;29.126838993795968;-0.8255784563607744;-1.6358172492556018;-1.3327231211098651;-1.8417914888790008;140.3562195673834;127.70821826133202;-0.8288131453514102;134.38436883501475;-1.4923359103183498;126.36013285661312;-23.76178913512329;-1.6861916687712122;-12.533157270089092
32_alinhada;-0.04463062555433002;70.64982121769276;-1.4783447856666618;-1.10205599627712;-1.6102968776593356;-2.7201748630479896;143.88999405600026;41.56190158441644;-1.2634762382181972;144.98623361197343;-0.9273408273231328;120.94195801252522;-18.636728559917106;46.836117095513174;-15.814594141717205
33_alinhada;-0.6811675789309171;63.871067256883876;-1.5244383193865254;-1.4479979893383224;-1.6223708448677978;-2.819477504902136;144.1066473181832;30.66423876877798;-1.2729640156906246;142.7901338170562;-0.9907583109826402;115.50793683713788;15.873938311342002;24.713978249280764;-5.103659163496282
34_alinhada;-2.8278067926048136;46.680974001972686;-1.6459663757190155;-1.4323769727755655;-1.8204613318633336;-3.1694450732404094;146.8130818823729;29.77784113076591;-1.3210034666728525;133.7711363117557;-1.2452277075890479;125.99638465510562;-18.245700126944282;-2.7618378917486592;-9.985434238267393
35_alinhada;1.9234444432931617;72.46630569514379;-1.4541061377412086;-0.3410944028422037;-1.972011515139008;-2.938594458610066;143.31563148381423;133.8627349966476;-1.3141659289801435;148.1800430296269;-1.4061032481355185;125.73595002357015;-95.38255205645778;83.57908920288017;-54.41601121011304
36_alinhada;0.18000106711408434;73.3862512177616;-1.5563007023420117;-1.0907871593479257;0.4254093421099557;-2.7725228782858653;143.66152016911917;135.51457158988413;-1.3937126536539848;145.21885275421332;-0.9867157789788676;113.10647578257549;-18.89747569179023;49.506857582315035;-15.703449315329394
37_alinhada;8.190923818427493;77.99745549290886;-1.4238452742226897;-0.7890476345063058;-0.7297390583775961;-2.816995198739324;142.40159110032735;137.0001870910809;-1.3658908131977594;151.57972703962898;-0.930436178406906;125.91453218145021;-126.03771118667791;114.86490633533397;-49.351064948793024
39_alinhada;-3.273627374419536;54.30201715737632;-1.6778131361095063;-0.9293873349528348;14.895010759588116;-3.2901261772166244;147.69056719276418;138.83082504075702;-1.4042804954547985;131.41670173264052;-1.3628635864422065;126.04037246107976;-22.68193193507469;-2.963750860465782;-8.272295817004187
40_alinhada;4.403783326486856;62.505318560201204;-1.6121353095311262;-0.7806221509716942;8.035272703741606;-2.837124689755215;143.1519274580666;147.48587218557654;-1.6232523830008831;150.1993391739541;-1.0340815049574208;125.92163446158659;-127.2854562706218;108.18575065897743;-49.740611519484595
41_alinhada;3.6104818838150514;7.946967103502464;-1.7387194116665805;-1.1046032317808159;-1.3757924028935993;-2.7049014459589613;143.82036006346254;26.5354199352466;-0.9380640233452716;145.71158641126576;-0.9043683568608338;124.11862366699928;-16.804874863585667;65.48555876655053;-12.713706106715053
42_alinhada;0.2592449215655032;-14.48601067345222;-0.4846245163751944;-1.5334367905664197;4.241383758163063;-3.2118386474784417;147.79033395461894;132.5722802871259;17.31182459659251;130.3955529070354;-1.228720321376399;126.0497246443422;-16.148985792473006;-3.479428420366768;-6.318100743771857
43_alinhada;8.293030236735179;-15.488904835167402;7.183670876660532;-1.5264849102459126;29.77588055852907;-3.2229129459222943;147.57902783509317;134.95748213326905;99.32269480853023;130.70901961810395;-1.235659179711576;126.04689756959436;-14.085615841064772;-2.957761025068456;-4.331230019409638
44_alinhada;43.37955914674581;8.410078035745268;4.897129463251474;-0.34397370267316485;32.038123656465885;-2.9265863121386158;143.37930561966067;133.57736749120753;100.94202653591492;148.5167774370836;-1.411649632166999;125.81548780181507;16.662467717270662;92.54735501204664;0.3891649238294264
45_alinhada;62.943445225650756;11.236130467248778;4.382273849085778;-0.94383425779579;31.04096661332061;-2.784084799277545;142.71445279017576;133.0755046383854;99.63346543493721;149.91093716458073;-0.9264738363330328;125.85952064035915;-302.11571829874464;115.2131617167727;-44.7234547038405
46_alinhada;139.2950277146479;-205.297849109583;5.801951542778293;-1.495274117909429;4.340357534849897;-3.21421001588324;147.22385054940142;65.1192095783842;137.15009888690986;131.99339328483177;-1.227799127624382;126.03038053395099;-12.721859152929662;126.2893545400985;-3.3840002675858583
47_alinhada;41.28427641010026;-65.8570425816992;114.12486280425176;-1.0995176195835332;68.46273810585579;-2.7284902361802987;143.97717749781643;137.68110994945735;134.0474491354841;145.52036340901853;-0.9211102929324329;122.99441924311691;-9.94080345718148;108.22186487408686;-6.406629639990352
48_alinhada;52.16074543483924;-8.760111878239107;138.9053083848648;-0.3532794781425721;145.46975765803938;-2.9522155452172734;141.39879242921006;136.81096725028863;160.9420774136845;152.92252873318057;-1.170463971357086;125.93772862479594;-2.9612662036027904;125.91063370047499;19.827303270561977
49_alinhada;-0.9334933397713696;-3.4850100384136766;2.252483693071816;-1.5308366516361398;24.147164730111307;-3.2160046592281546;147.80228368871397;131.48759626126562;131.73838794650482;130.52331426427907;-1.2307982961788184;126.04905731639704;-8.04997092848867;-3.811321105172973;1.6452523352749608
50_alinhada;-2.1394449304871985;51.60948895371325;-2.2462123986461915;-1.5526773264860725;-1.518028858461357;-3.223372310406569;147.96043840040238;106.04148820378738;-1.1550437200079808;129.3802166482611;-1.2366856242786533;126.05981538470937;-20.04452472347863;-3.3837587064114487;-9.880690356174082
51_alinhada;5.4793656316875365;404.62709030492005;-2.102582515385774;-1.0532218049957207;-1.3417590068567862;-2.6999483220159193;141.77084740021672;0.7996954376505797;-1.6769694470092513;144.72853253934042;-0.8832380732981892;98.72062255058377;-21.158669086177106;126.2271176662631;-18.36274598239546
52_alinhada;8.293030236735179;-15.488904835167402;7.183670876660532;-1.5264849102459126;29.77588055852907;-3.2229129459222943;147.57902783509317;134.95748213326905;99.32269480853023;130.70901961810395;-1.235659179711576;126.04689756959436;-14.085615841064772;-2.957761025068456;-4.331230019409638
53_alinhada;8.395448214585013;13.77402833512186;-1.2073391170430372;-0.7325842087640403;-0.9620370439041999;-2.6899921051277387;143.34741667960304;8.151770743060696;-0.9744392992636016;147.72866418896876;-0.8787737872769412;118.65404725426191;-29.328579854782358;2.191406601467872;-19.165097107153038
54_alinhada;-2.461935766310209;46.693567315961545;-1.2653948480318769;-1.5078795819389403;-1.0633784699164341;-3.157697931287861;154.7212788120711;3.4808826429724924;-0.8797837488473712;131.45723509440518;-1.1983469357881107;126.04564038064454;-20.746402316849824;-2.6141582471653124;-10.827669046493416
55_alinhada;-2.6852441097145032;38.841738095599055;-1.2404376137377535;-1.2696448457037028;-1.0594336221279494;-2.940457081960591;149.67424776520792;19.210086736968336;-0.8819213238477129;137.64829526886828;-1.1030823732437216;125.88049475284812;-17.306770722450747;-2.3216978726866873;-12.480554360876562
56_alinhada;8.133474226656983;10.591518866757106;-1.9348507035621505;-0.74444583664591;140.96712006729737;-2.760484128521563;143.09732655902823;159.68699132897407;-2.2526404502465507;147.7286760251918;-0.9801073812611132;121.69688312589805;-30.103180379924392;1.7790867962970598;-19.93577769300568
