;5361_C;560_LJ;567_LJ;854_LJ;1169_LJ;1400_LJ;2478_LJ;2807_LJ
20;0.12267311075843006;-15.162180101915464;-14.444505136275039;-15.689829667112686;-17.81174141841064;-4.584784291241169;-16.32499116984165;8.741165779265598
21;-5.306032689988278;-1.585123487377617;-1.9964944817041577;3.0570791714583203;-0.01942710153167848;-3.043341253223826;8.589689155836176;-3.0457284288504187
22;-5.5193457936869414;-7.941242803320705;-8.083958246743917;-8.774620414418232;-10.754139121534493;0.6574305302282281;-8.326992813987975;7.1133865006699954
23;-5.226054145673903;-9.235285612995822;-9.120974939597632;-10.698745735572226;-6.121752550609638;-13.119164738899146;-13.018431493257893;-7.755622228564483
24;-3.5250716196737795;-4.494174098457753;-4.288194348138326;-5.612895773556226;-6.2312826699327815;55.14791816925314;-5.588707912710548;-6.0687137091100976
25;-1.87210217679124;-12.581242037719667;-12.834291076752722;-10.408184970829078;-10.448019125113435;12.776837382752225;-3.504529270470575;3.3846228587694593
26;-2.430652788522735;-5.289345515163895;-5.432494556773587;-4.844353940494458;-4.992163457927433;-6.660130426413656;-2.7250481172572023;-3.734761730781513
27;0.4514179910522767;-12.108584216591382;-13.623692948608998;1.6458364696142422;9.346733259775986;-8.617256841498362;-7.6216502653342415;-9.72955755700178
28;-1.2787097942190455;-1.5365342705115788;-0.7543606912917978;-1.680855414389402;-1.5598685306478195;-4.941999213223603;-1.3404005279556506;-1.7119939754345204
29;-0.6833767386936155;-3.953571054727509;-3.9064886345144814;-3.9552530435741633;-4.358224123743165;-4.80827699351371;-3.971066818241823;-3.837152892226983
30;-0.6310162514781199;-0.6572108027341985;-0.2701963054245851;-2.75662069749501;-3.4729575771550567;-3.715157535320043;-1.696827752315799;-1.9885136407818715
31;-0.8482620672587771;-8.080136887991534;-7.667374061598923;-7.531231367727075;-7.040183493851818;-5.287410226927562;38.95566701489968;-0.8728155371580755
32;-1.3662729926736366;-9.381591017094607;-8.798097264748305;-5.304836643763289;-2.7971081008439755;-7.268701134553969;-3.096680576942653;-2.206867730758096
33;-1.6785163095236302;-4.9732708600271245;-4.550634920493045;-6.6818827096619415;-6.487523459731822;-7.218546355527973;11.258776617160336;0.8854797317506664
34;-2.2180167844193104;-8.619524203170183;-8.846735031825505;-5.130912920508054;-3.7227782354440704;-8.351391633287742;-4.30652317009553;-3.3652577190075235
35;-0.7865797478994216;0.6626342509426042;1.0850077482152327;-2.8145339553360995;-3.1930881554425588;-1.7490957275487466;-0.934283753791216;-1.1063505683466686
36;-3.486103805188015;-7.670211786960947;-7.6810988501573565;-2.6230276013144715;-6.446297614491559;6.1489624445007935;-0.7006456023708935;-0.7830501306928588
37;-2.2437290237502925;-5.801032771029298;-5.207994688870606;-7.7263587349615905;-7.21507577195842;-5.090334177682312;31.06762443398657;1.5816425363920843
38;-1.7840856846008089;-5.36106344832175;-6.111307803072307;-4.909339220198979;-4.871827998876972;-7.572779201618543;5.408319600614789;-2.3566136537725746
39;-1.6634507419405913;-2.8246494589690982;1.7379987688066965;35.770139973510844;38.73805864331028;40.329760859863846;-4.913154266932844;-5.541370356295087
40;-3.026102885559717;-1.4877984561539161;-1.3733301421049084;-1.3717079682816162;-1.2977680726871792;-3.402564219083527;-1.987662304170011;-1.1842977053289694
41;-2.171252353588116;-0.7742369460082149;-0.27728430244824825;-1.5579099214368015;-1.5294610481822308;-4.477968958219817;-2.408358630573411;-2.448191420883265
42;-4.261506431318629;-1.5361808241857131;-1.381620207276768;-2.092412088247165;-2.0352277117085373;-7.684202771620456;-1.1312919631017977;0.9566942712478936
43;-5.591988201587962;-2.9684149359235685;-2.8943070780294167;-2.9109306696141783;-2.8082030745659523;77.5392697049362;-2.4087671787575244;18.60094713278706
44;-0.8573738841497043;-1.586482506094059;-1.5720537734947726;-2.563400042116992;-3.5047646528401586;-7.056593688149425;29.32427612828485;-0.9932146606669818
45;-0.9658348961141612;-3.3542737281691246;-3.020781071001197;-4.4956079000542895;-4.9932911387147945;-7.290661539659939;-0.6396676771087206;-0.6241607349473998
46;-1.7100734203706929;0.02780265744150576;0.248018511589191;-1.277567980985483;-1.8006158601357165;-6.333401108218566;-0.2629462882325588;0.3596350655810369
47;-1.2611223810862555;-2.357946427376228;-2.1599973250704343;-3.5233135290832087;-3.460908238495709;-8.282207569297787;-0.8349261654998438;0.1345829062275818
48;-5.203673391411572;-1.332004135089322;-1.121556347139181;-1.8062400420677227;-1.6314532490695155;-6.8829099442722415;-2.032481708974038;-1.3748743059028246
